time,amplitude,rms
2018-04-08 00:01,32.79469292568439,35.50738233939432
2018-04-08 00:03,37.00267646303771,35.4550660399488
2018-04-08 00:05,36.87361619719092,35.48124880831967
2018-04-08 00:08,36.24244366676696,35.5160826050148
2018-04-08 00:10,32.44604005131632,35.40035969623049
2018-04-08 00:12,33.908344297556674,35.487786800245395
2018-04-08 00:14,35.64811645286614,35.54649069789177
2018-04-08 00:17,38.42141355796236,35.52912279617452
2018-04-08 00:19,38.4519959494975,35.51173315322589
2018-04-08 00:21,35.40700055256941,35.55516651181994
2018-04-08 00:23,37.14250288711201,35.643782462845465
2018-04-08 00:25,33.84689386420413,35.68036038813017
2018-04-08 00:28,38.539016256325034,35.798044220471525
2018-04-08 00:30,40.433915468498256,35.73397687251408
2018-04-08 00:32,38.772397265122166,35.48996544750983
2018-04-08 00:34,31.132944148155026,35.44851263396735
2018-04-08 00:37,37.25445117663758,35.44414197956231
2018-04-08 00:39,38.584568917913906,35.37402400288985
2018-04-08 00:41,32.05042690493454,35.43102176535438
2018-04-08 00:43,37.65027100045851,35.43539654607389
2018-04-08 00:46,38.1312558822693,35.37622054975163
2018-04-08 00:48,38.42388182291554,35.46161635762659
2018-04-08 00:50,39.47220938918344,35.45288191456908
2018-04-08 00:52,36.99253402453102,35.365234344917795
2018-04-08 00:54,31.242062888215976,35.41569918298319
2018-04-08 00:57,32.72383547911195,35.341034107940615
2018-04-08 00:59,32.34968936452407,35.37402400288985
2018-04-08 01:01,35.578053066965595,35.42007878705618
2018-04-08 01:03,36.51115954122119,35.40255208778012
2018-04-08 01:06,31.71697111504775,35.36303606227458
2018-04-08 01:08,38.4766210450774,35.367432280197086
2018-04-08 01:10,32.47224082679992,35.41569918298319
2018-04-08 01:12,38.074973144926844,35.44195613692829
2018-04-08 01:15,34.507258911846094,35.41569918298319
2018-04-08 01:17,38.53460173810588,35.40912718921268
2018-04-08 01:19,39.991221905610175,35.40474413372501
2018-04-08 01:21,33.76950205912127,35.35863845448065
2018-04-08 01:24,31.81277916738766,35.43102176535438
2018-04-08 01:26,39.401843385007396,35.44632747854128
2018-04-08 01:28,38.28463411634523,35.44195613692829
2018-04-08 01:30,32.62209492710182,35.50303016271406
2018-04-08 01:32,31.120070372730417,35.42664560755932
2018-04-08 01:35,33.48765482161567,35.40035969623049
2018-04-08 01:37,39.860318272899185,35.42664560755932
2018-04-08 01:39,32.314542796042154,35.422268071868736
2018-04-08 01:41,39.81615628292739,35.4178891574619
2018-04-08 01:44,37.25234521097388,35.406935834168195
2018-04-08 01:46,37.668809852202514,35.35643912912196
2018-04-08 01:48,39.38876395466924,35.398166958973015
2018-04-08 01:50,37.1816562345375,35.56817007953036
2018-04-08 01:53,40.15870141269128,35.38280810968103
2018-04-08 01:55,31.552122218537917,35.40255208778012
2018-04-08 01:57,32.6786787988221,35.42007878705618
2018-04-08 01:59,40.222028920660726,35.40474413372501
2018-04-08 02:01,31.726014908022897,35.21050968893632
2018-04-08 02:04,37.05862714681291,35.2571079473748
2018-04-08 02:06,39.21830196510224,35.252676731284666
2018-04-08 02:08,37.87659067113602,35.24824410428886
2018-04-08 02:10,33.660147473953394,35.25046059420318
2018-04-08 02:13,38.436218032135656,35.230499470202616
2018-04-08 02:15,37.39657288166502,35.223839397771606
2018-04-08 02:17,34.55399276444802,35.2792428939945
2018-04-08 02:19,40.351070122961794,35.219397579092345
2018-04-08 02:22,38.87327105577954,35.20606361574318
2018-04-08 02:24,37.348447790372106,35.252676731284666
2018-04-08 02:26,38.71567482164834,35.18603870282035
2018-04-08 02:28,40.03043311170471,35.21495434309983
2018-04-08 02:30,37.336920945633445,35.27260610508605
2018-04-08 02:33,39.697679218132244,35.2792428939945
2018-04-08 02:35,34.76324209402258,35.332223573775046
2018-04-08 02:37,37.14409179699657,35.44851263396735
2018-04-08 02:39,32.925177726423414,35.30134269526913
2018-04-08 02:42,33.1291341268835,35.3344267304467
2018-04-08 02:44,39.7659376550986,35.24381006553568
2018-04-08 02:46,39.486620108811024,35.241592516483706
2018-04-08 02:48,36.40071471194161,35.23937461417261
2018-04-08 02:51,39.846672080682296,35.246027261435216
2018-04-08 02:53,31.601150799453713,35.2349377493463
2018-04-08 02:55,36.90046580741494,35.22605977588662
2018-04-08 02:57,37.98111393741851,35.21717613831383
2018-04-08 03:00,33.04700956539092,35.2991342936697
2018-04-08 03:02,30.54741304741043,35.3057584473811
2018-04-08 03:04,39.79791196666388,35.23271878661755
2018-04-08 03:06,36.77177430243329,35.246027261435216
2018-04-08 03:08,37.29494423330149,35.19716720882958
2018-04-08 03:11,36.59152476283698,35.22161866554254
2018-04-08 03:13,35.031339338850366,35.30355074647117
2018-04-08 03:15,31.868814164307146,35.288087026022986
2018-04-08 03:17,37.933493675886034,35.32781621354365
2018-04-08 03:20,38.56107243514581,35.21050968893632
2018-04-08 03:22,39.856225556859215,35.2792428939945
2018-04-08 03:24,32.07849275170168,35.23271878661755
2018-04-08 03:26,36.65252565571896,35.223839397771606
2018-04-08 03:29,39.1108515173331,35.2792428939945
2018-04-08 03:31,37.348447790372106,35.25046059420318
2018-04-08 03:33,31.142237114421853,35.2349377493463
2018-04-08 03:35,39.840300135077534,35.31017279874559
2018-04-08 03:37,38.18536242344053,35.265966150240956
2018-04-08 03:40,35.382606832807966,35.219397579092345
2018-04-08 03:42,35.20629749230211,35.2792428939945
2018-04-08 03:44,38.19686412045628,35.33883199742496
2018-04-08 03:46,36.67480686937768,35.2571079473748
2018-04-08 03:49,32.06343765983678,35.283665662491785
2018-04-08 03:51,37.82359182857462,35.23271878661755
2018-04-08 03:53,38.95633504388437,35.24381006553568
2018-04-08 03:55,34.65316439898695,35.33883199742496
2018-04-08 03:58,35.26076173350547,35.345437283547234
2018-04-08 04:00,37.41745761278426,35.332223573775046
2018-04-08 04:02,38.176856437348,35.2571079473748
2018-04-08 04:04,32.527222888404324,35.25489251563974
2018-04-08 04:06,30.61341555118174,35.336629538295156
2018-04-08 04:09,35.92132642803453,35.29029718119049
2018-04-08 04:11,37.85877179466546,35.24824410428886
2018-04-08 04:13,38.615360986796446,35.2349377493463
2018-04-08 04:15,37.39866242301143,35.2792428939945
2018-04-08 04:18,38.461357491133995,35.26817982047004
2018-04-08 04:20,39.714196037134556,35.2127321933431
2018-04-08 04:22,34.26762508935133,35.223839397771606
2018-04-08 04:24,39.03996199307748,35.25046059420318
2018-04-08 04:27,37.655937647980544,35.25489251563974
2018-04-08 04:29,39.04091543101688,35.252676731284666
2018-04-08 04:31,36.98292029177797,35.265966150240956
2018-04-08 04:33,33.97210483901475,35.21495434309983
2018-04-08 04:36,34.25901329522966,35.19716720882958
2018-04-08 04:38,37.670868562397324,35.17935732877803
2018-04-08 04:40,37.38193943908052,35.177129491710005
2018-04-08 04:42,39.29035317620269,35.21050968893632
2018-04-08 04:44,39.387829332483555,35.161524647707
2018-04-08 04:47,35.56596728862926,35.17267274834445
2018-04-08 04:49,39.16915555020335,35.16821457861819
2018-04-08 04:51,35.9771950944653,35.277030982619195
2018-04-08 04:53,34.97267084974031,35.18603870282035
2018-04-08 04:56,38.213353708948425,35.16821457861819
2018-04-08 04:58,38.4070908905536,35.223839397771606
2018-04-08 05:00,36.49471624368147,35.14813514038679
2018-04-08 05:02,38.08453349616689,35.14143555811015
2018-04-08 05:05,32.98028750871531,35.177129491710005
2018-04-08 05:07,32.35036468406527,35.15036761876586
2018-04-08 05:09,37.6888723717958,35.1570629082867
2018-04-08 05:11,37.732009105245076,35.21495434309983
2018-04-08 05:13,39.496839799566494,35.19271687338785
2018-04-08 05:16,31.023272413048907,35.21050968893632
2018-04-08 05:18,36.13097471240088,35.241592516483706
2018-04-08 05:20,39.234339096478465,35.19271687338785
2018-04-08 05:22,38.37445161573638,35.219397579092345
2018-04-08 05:25,39.92340401282444,35.19939184339275
2018-04-08 05:27,38.42437543496834,35.25489251563974
2018-04-08 05:29,38.71130401765656,35.29692554156753
2018-04-08 05:31,37.68321594660415,35.19716720882958
2018-04-08 05:34,31.405772109605223,35.16598495859907
2018-04-08 05:36,39.40604539545961,35.2925069854334
2018-04-08 05:38,38.57037683927768,35.24824410428886
2018-04-08 05:40,40.25138245505239,35.2792428939945
2018-04-08 05:42,38.62951719167012,35.241592516483706
2018-04-08 05:45,37.97605390568913,35.20606361574318
2018-04-08 05:47,37.50958847076828,35.20384004674197
2018-04-08 05:49,39.80110612332666,35.21495434309983
